@relation chat-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C2-Llast

@attribute class_reaccion {positiva,negativa,pregunta,respuesta}
@attribute class_area {socio-emocional,tarea}
@attribute nombre string
@attribute mensaje string
@attribute adjectives numeric
@attribute adverbs numeric
@attribute determinants numeric
@attribute names numeric
@attribute verbs numeric
@attribute pronouns numeric
@attribute conjuctions numeric
@attribute interjections numeric
@attribute prepositions numeric
@attribute punctuation numeric
@attribute numerals numeric
@attribute dates_times numeric

@data
pregunta,socio-emocional,'','si ese seguro ',0,1,0,0,0,1,1,0,0,0,0,0
pregunta,socio-emocional,'','ir si o si ',0,0,0,0,1,0,3,0,0,0,0,0
pregunta,socio-emocional,'','ah lo poner ',0,1,0,0,1,1,0,0,0,0,0,0
pregunta,socio-emocional,'','cuanto mucho después lo sacar ',0,3,0,0,1,1,0,0,0,0,0,0
positiva,socio-emocional,'Camila Robles','? ? ',0,0,0,0,0,0,0,0,0,2,0,0
pregunta,socio-emocional,'','che yo flashes pero no faltar balto y luces ',0,1,0,2,2,1,2,1,0,0,0,0
pregunta,socio-emocional,'','o luces este leer ? ? ',0,0,0,1,1,1,1,0,0,2,0,0
pregunta,socio-emocional,'','no ser que estar hacendar nada loco ',1,2,0,0,3,1,0,0,0,0,0,0
pregunta,socio-emocional,'','o cambiar el diseño ',0,0,1,1,1,0,1,0,0,0,0,0
positiva,socio-emocional,'','? ? ',0,0,0,0,0,0,0,0,0,2,0,0
pregunta,socio-emocional,'','n n obvio ',1,0,0,2,0,0,0,0,0,0,0,0
pregunta,socio-emocional,'','por mi n ese ',0,0,1,1,0,1,0,0,1,0,0,0
pregunta,socio-emocional,'','ah este yucas ',0,1,1,1,0,0,0,0,0,0,0,0
positiva,socio-emocional,'','? ? ',0,0,0,0,0,0,0,0,0,2,0,0
pregunta,socio-emocional,'','hoy mi pi andar especial_mente lento   ',1,2,1,1,1,0,0,0,0,1,0,0
pregunta,socio-emocional,'Camila Robles','faja no haber problema ',0,1,0,1,1,0,0,1,0,0,0,0
pregunta,socio-emocional,'','oler a formateo ese ',0,0,0,1,1,1,0,0,1,0,0,0
pregunta,socio-emocional,'','oler * ',0,0,0,0,1,0,0,0,0,1,0,0
pregunta,socio-emocional,'Camila Robles','bueno . ',0,0,0,0,0,0,0,1,0,1,0,0
pregunta,socio-emocional,'','ser por ser [G:??/??/??:??.??:??] ',0,0,0,1,2,0,0,0,0,0,0,1
positiva,socio-emocional,'','? ? ',0,0,0,0,0,0,0,0,0,2,0,0
pregunta,socio-emocional,'','no , ahora el leo ',0,2,1,1,0,0,0,0,0,1,0,0
pregunta,socio-emocional,'','agregar alguno escenario ? ',0,1,0,1,1,0,0,0,0,1,0,0
positiva,socio-emocional,'','no ',0,1,0,0,0,0,0,0,0,0,0,0
pregunta,socio-emocional,'','sotavente hablar de hacer lo ',0,1,0,0,2,1,0,0,1,0,0,0
positiva,socio-emocional,'','jajajá ',0,0,0,0,0,0,0,1,0,0,0,0
pregunta,socio-emocional,'Camila Robles','como atributo de modifica_bi_l_ida_d ',0,0,0,2,0,0,1,0,1,0,0,0
pregunta,socio-emocional,'','ah yo lo buscar en el dock jajay ',0,0,1,1,1,2,0,2,1,0,0,0
positiva,socio-emocional,'','perdoné ',0,0,0,1,0,0,0,0,0,0,0,0
pregunta,socio-emocional,'','si , ese el leu ',0,0,1,1,0,1,1,0,0,1,0,0
pregunta,socio-emocional,'','me parecer bien ',0,1,0,0,1,1,0,0,0,0,0,0
pregunta,socio-emocional,'','uno estilo o uno accione ',0,0,2,2,0,0,1,0,0,0,0,0
pregunta,socio-emocional,'','che uno dual aparte_de ese ',0,0,1,1,0,1,0,1,1,0,0,0
pregunta,socio-emocional,'','duda * ',0,0,0,1,0,0,0,0,0,1,0,0
pregunta,socio-emocional,'','si decir para el escenario ',0,0,1,2,0,0,1,0,1,0,0,0
pregunta,socio-emocional,'','si si ',0,0,0,0,0,0,2,0,0,0,0,0
pregunta,socio-emocional,'','a ese me referir ',0,0,0,0,1,2,0,0,1,0,0,0
positiva,socio-emocional,'','? ? ',0,0,0,0,0,0,0,0,0,2,0,0
pregunta,socio-emocional,'','si por_favor ',0,1,0,0,0,0,1,0,0,0,0,0
