@relation chat

@attribute class_area {socio-emocional,tarea}
@attribute nombre string
@attribute mensaje string
@attribute adjectives numeric
@attribute adverbs numeric
@attribute determinants numeric
@attribute names numeric
@attribute verbs numeric
@attribute pronouns numeric
@attribute conjuctions numeric
@attribute interjections numeric
@attribute prepositions numeric
@attribute punctuation numeric
@attribute numerals numeric
@attribute dates_times numeric

@data
?,'Martín Mineo','tarquino ! ! ',0,0,0,1,0,0,0,0,0,2,0,0
?,'Martín Mineo','como este ? ',0,0,0,0,0,1,1,0,0,1,0,0
?,'turcowebful .','hola hinchió ! ! ! ',0,0,0,1,0,0,0,1,0,3,0,0
?,'turcowebful .','como ir todo por allí ? ',0,0,0,1,1,1,1,0,1,1,0,0
?,'Martín Mineo','hola turco ! ! ahora si ',1,1,0,0,0,0,1,1,0,2,0,0
?,'Martín Mineo','por acá todo bien ! ! ! ',0,0,1,1,1,0,0,0,1,3,0,0
?,'Martín Mineo','y por allí ? como ir el preparativo para el din de el amigo ? ',0,0,3,4,1,0,2,0,3,2,0,0
?,'turcowebful .','por el momento salón no creer que conseguir así que seguro terminar en el casa de el gordo ',0,3,3,4,3,0,2,0,3,0,0,0
?,'Martín Mineo','hereje el fiesta que ir a meter en ese casa ',0,0,2,2,2,1,0,1,2,0,0,0
?,'turcowebful .','leen , adema hacer uno monto que no nos ver ',0,1,1,3,2,2,0,0,0,1,0,0
?,'Martín Mineo','buen_is_i_m_o ! ',0,1,0,0,0,0,0,0,0,1,0,0
?,'Martín Mineo','che , como se llamar tu criatura ? ? ? ',0,0,1,1,1,1,1,1,0,4,0,0
?,'turcowebful .','entonela ',0,0,0,1,0,0,0,0,0,0,0,0
?,'Martín Mineo','lindo nombre ! ',1,0,0,1,0,0,0,0,0,1,0,0
?,'turcowebful .','gracia ',0,0,0,1,0,0,0,0,0,0,0,0
?,'Martín Mineo','y cuanto tener ? ? ',0,1,0,0,1,0,1,0,0,2,0,0
?,'turcowebful .','ya ir por el 7 y medio ',1,1,1,0,1,0,1,0,1,0,1,0
?,'turcowebful .','ser insoportable ! ! ! ! ',1,0,0,0,1,0,0,0,0,4,0,0
?,'turcowebful .','en este momento me este mirar y gritar para que el agarre . ',0,0,2,2,2,2,2,0,2,1,0,0
?,'Martín Mineo','j_aja_ja_ja ',0,0,0,0,0,0,0,1,0,0,0,0
?,'Martín Mineo','y anda_a_a_a_a_a_a_a_a_a_a_a ',0,0,0,0,1,0,1,0,0,0,0,0
?,'turcowebful .','si , no me quedar otro . ',0,1,0,0,1,2,1,0,0,2,0,0
?,'turcowebful .','hasta acá me dejar trabajar . ',0,0,0,1,2,1,0,0,1,1,0,0
?,'turcowebful .','nos ver luego ',0,1,0,0,1,1,0,0,0,0,0,0
?,'turcowebful .','abrazo ',0,0,0,1,0,0,0,0,0,0,0,0
?,'Martín Mineo','uno abrazo turco ! ! ! ',1,0,1,1,0,0,0,0,0,3,0,0
?,'turcowebful .','hinchió ! ! ! ! ',0,0,0,1,0,0,0,0,0,4,0,0
?,'turcowebful .','como este ? ',0,0,0,0,0,1,1,0,0,1,0,0
?,'Martín Mineo','hola turco ! ! ',1,0,0,0,0,0,0,1,0,2,0,0
?,'Martín Mineo','todo bien y vos ? ? ? ',0,1,0,0,0,2,1,0,0,3,0,0
?,'turcowebful .','todo tranquil ',0,0,0,0,1,1,0,0,0,0,0,0
?,'turcowebful .','como te ser en el final ? ',0,0,1,1,1,1,1,0,1,1,0,0
?,'Martín Mineo','no rendí todavía , rendir el [??:18/9/??:??.??:??] ',0,1,1,1,2,0,0,0,0,1,0,1
?,'Martín Mineo','tema de extensión y burocracia ',0,0,0,3,0,0,1,0,1,0,0,0
?,'Martín Mineo','he este ? ',0,0,0,0,0,1,0,1,0,1,0,0
?,'turcowebful .','septiembre ',0,0,0,1,0,0,0,0,0,0,0,0
